ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-ch-30,UK,Europe,Who is the most famous track and field athlete in UK?,Who is the most famous track and field athlete in the UK?,A,"['mo farah', 'tentoglou', 'hima das', 'teslim balogun']","['mo farah', 'Τεντόγλου', 'হিমা দাস', 'teslim balogun']","['UK', 'Greece', 'Assam', 'Northern_Nigeria']","['Europe', 'Europe', 'South Asia', 'Africa']",0,mo farah
New-ch-38,UK,Europe,Which cities or regions are known for their import and export activities in UK?,Which cities or regions are known for their import and export activities in the UK?,B,"['kano', 'london', 'crete', 'jakarta']","['kano', 'london', 'Κρήτη', 'jakarta']","['Northern_Nigeria', 'UK', 'Greece', 'Indonesia']","['Africa', 'Europe', 'Europe', 'South Asia']",1,london
New-ch-44,UK,Europe,"How long is the typical probation period for new employees before signing a formal contract in UK? (e.g., 1 month).","How long is the typical probation period for new employees before signing a formal contract in the UK? (e.g., 1 month).",C,"['6 months', '3 months', '6 weeks', 'six months']","['6 meses', '৩ মাহ', '6 weeks', '6 أشهر']","['Spain', 'Assam', 'UK', 'Algeria']","['Europe', 'South Asia', 'Europe', 'Africa']",2,6 weeks
New-ch-45,UK,Europe,Which industries do young people typically choose to start businesses in UK?,In which industries do young people typically choose to start businesses in the UK?,D,"['clothes', 'retail', 'tourism', 'social media']","['الملابس', 'retail', 'turismo', 'social media']","['Algeria', 'Indonesia', 'Spain', 'UK']","['Africa', 'South Asia', 'Europe', 'Europe']",3,social media
New-ch-49,UK,Europe,What is the most common way for family members to communicate remotely in UK?,What is the most common way for family members to communicate remotely in the UK?,A,"['text messaging', 'whatsapp', 'phone', 'mobile']","['text messaging', 'Whatsapp', 'ስልክ', 'মবাইল']","['UK', 'Spain', 'Ethiopia', 'Assam']","['Europe', 'Europe', 'Africa', 'South Asia']",0,text messaging
New-ch-51,UK,Europe,What form of accommodation is typically booked for family trips in UK?,What form of accommodation is typically booked for family trips in the UK?,B,"['apartment', 'hotels', 'bedroom', 'hotel']","['apartamento', 'hotels', 'አልጋ ቤት', 'hotel']","['Spain', 'UK', 'Ethiopia', 'Indonesia']","['Europe', 'Europe', 'Africa', 'South Asia']",1,hotels
New-ch-54,UK,Europe,Which fruit is usually prepared the most for family dinners in UK?,Which fruit is usually prepared most often for family dinners in the UK?,C,"['melon', 'watermelon', 'apple', 'mango']","['melón', 'kankana', 'apple', 'আম']","['Spain', 'Northern_Nigeria', 'UK', 'Assam']","['Europe', 'Africa', 'Europe', 'South Asia']",2,apple
New-ch-64,UK,Europe,"How many hours of classes do university students typically have per week in UK? (Provide Arabic numerals (e.g., 1) only.)","How many hours of classes do university students typically have per week in the UK? (Provide Arabic numerals (e.g., 1) only.)",D,"['30', '8', '25', '15']","['30', '8', '25', '15']","['Indonesia', 'Northern_Nigeria', 'Spain', 'UK']","['South Asia', 'Africa', 'Europe', 'Europe']",3,15
New-ch-70,UK,Europe,What compulsory courses do university students have in common in UK?,What compulsory courses do university students have in common in the UK?,A,"['none', 'language', 'technical writing', 'mathematics']","['none', 'اللغة', 'σύνταξη τεχνικών κειμένων', 'riyaziyyat']","['UK', 'Algeria', 'Greece', 'Azerbaijan']","['Europe', 'Africa', 'Europe', 'Western Asia']",0,none
New-ch-73,UK,Europe,What type of clubs are most popular among university students in UK?,What type of clubs are most popular among university students in the UK?,B,"['political factions', 'sports', 'football', 'scientific clubs']","['κομματικές παρατάξεις', 'sports', 'فوتبال', 'النوادي العلمية']","['Greece', 'UK', 'Iran', 'Algeria']","['Europe', 'Europe', 'Western Asia', 'Africa']",1,sports
New-ch-74,UK,Europe,What types of accommodation do university students in UK typically live in?,What types of accommodation do university students in the UK typically live in?,C,"['home', 'shared dormitory', 'flats', 'student dormitories']","['ev', 'የጋራ ዶርም', 'flats', 'φοιτητικές εστίες']","['Azerbaijan', 'Ethiopia', 'UK', 'Greece']","['Western Asia', 'Africa', 'Europe', 'Europe']",2,flats
New-ch-75,UK,Europe,"How long is each class period for secondary school students in UK (minutes)?  (Provide Arabic numerals (e.g., 1) only.)","How long is each class period for secondary school students in the UK (minutes)? (Provide Arabic numerals (e.g., 1) only.)",D,"['90', '45', '40', '60']","['90', '45', '40', '60']","['Iran', 'Greece', 'Ethiopia', 'UK']","['Western Asia', 'Europe', 'Africa', 'Europe']",3,60
New-ch-78,UK,Europe,What leisure activities do retired women typically like in UK?,What leisure activities do retired women typically like in the UK?,A,"['swimming', 'business', 'sewing', 'excursion']","['swimming', ""sana'a"", 'tikmə', 'εκδρομή']","['UK', 'Northern_Nigeria', 'Azerbaijan', 'Greece']","['Europe', 'Africa', 'Western Asia', 'Europe']",0,swimming
New-ch-79,UK,Europe,What leisure activities do retired men typically like in UK?,What leisure activities do retired men typically like in the UK?,B,"['talking about politics', 'golf', 'cafes', 'read newspaper']","['صحبت در مورد سیاست', 'golf', 'καφετέριες', 'karanta jarida']","['Iran', 'UK', 'Greece', 'Northern_Nigeria']","['Western Asia', 'Europe', 'Europe', 'Africa']",1,golf
New-ch-81,UK,Europe,What are the typical housewarming gifts in UK?,What are the typical housewarming gifts in the UK?,C,"['plant/floor', 'utensil', 'plants', 'household item']","['planta', 'اواني', 'plants', 'məişət əşyaları']","['Spain', 'Algeria', 'UK', 'Azerbaijan']","['Europe', 'Africa', 'Europe', 'Western Asia']",2,plants
New-ch-83,UK,Europe,Which city in UK hosts festivals the most?,Which city in the UK hosts festivals the most?,D,"['algiers', 'madrid', 'tehran', 'london']","['الجزائر العاصمة', 'Madrid', 'تهران', 'london']","['Algeria', 'Spain', 'Iran', 'UK']","['Africa', 'Europe', 'Western Asia', 'Europe']",3,london
New-en-02,UK,Europe,What is the most popular chip/crisp flavour in UK?,What is the most popular chip/crisp flavour in the UK?,A,"['salted', 'cake', 'paprika', 'serrano ham']","['salted', 'ኬክ', 'qırmızı bibər', 'jamon serrano']","['UK', 'Ethiopia', 'Azerbaijan', 'Spain']","['Europe', 'Africa', 'Western Asia', 'Europe']",0,salted
New-en-04,UK,Europe,Who is a popular celebrity chef in UK?,Who is a popular celebrity chef in the UK?,B,"['dabiz muñoz', 'Gordon Ramsay', 'mekbib', 'saman golriz']","['Daviz Muñoz', 'Gordon Ramsay', 'መክብብ', 'سامان گلریز']","['Spain', 'UK', 'Ethiopia', 'Iran']","['Europe', 'Europe', 'Africa', 'Western Asia']",1,Gordon Ramsay
New-en-05,UK,Europe,Which food is a cost-effective and quick meal option in UK?,Which food is a cost-effective and quick meal option in the UK?,C,"['doner kebab', 'pizza', 'beans on toast', 'spaghetti']","['dönər', 'pizza', 'beans on toast', 'taliya']","['Azerbaijan', 'Spain', 'UK', 'Northern_Nigeria']","['Western Asia', 'Europe', 'Europe', 'Africa']",2,beans on toast
New-en-07,UK,Europe,What are the most popular cooking shows in UK?,What are the most popular cooking shows in the UK?,D,"['masterchef', 'akushi da rufi', 'saman golriz program', 'Master chef, MasterChef']","['MasterChef', 'akushi da rufi', 'برنامه سامان گلریز', 'Master chef, MasterChef']","['Spain', 'Northern_Nigeria', 'Iran', 'UK']","['Europe', 'Africa', 'Western Asia', 'Europe']",3,"Master chef, MasterChef"
New-en-08,UK,Europe,What is the most popular chocolate brand in UK?,What is the most popular chocolate brand in the UK?,A,"[""Cadbury's, Cadbury"", 'lacta', 'abuelita', 'dove']","[""Cadbury's, Cadbury"", 'Lacta', 'Abuelita', '德芙']","['UK', 'Greece', 'Mexico', 'China']","['Europe', 'Europe', 'North America', 'East Asia']",0,"Cadbury's, Cadbury"
New-en-11,UK,Europe,What is the most disliked vegetable in UK?,What is the most disliked vegetable in the UK?,B,"['bean sprouts', 'sprouts', 'okra', 'brussel sprouts']","['豆芽', 'sprouts', 'μπάμιες', 'brussel sprouts']","['China', 'UK', 'Greece', 'US']","['East Asia', 'Europe', 'Europe', 'North America']",1,sprouts
New-en-12,UK,Europe,What food is most commonly found in food courts in UK?,What food is most commonly found in food courts in the UK?,C,"['pizza', 'tacos', 'chips', 'pork cutlet']","['πίτσα', 'tacos', 'chips', '돈까스']","['Greece', 'Mexico', 'UK', 'South_Korea']","['Europe', 'North America', 'Europe', 'East Asia']",2,chips
New-en-17,UK,Europe,What are the most common cheering tools used by sports fans in UK?,What are the most common cheering tools used by sports fans in the UK?,D,"['thundersticks', 'chant', 'signs', 'banners']","['막대풍선', 'σύνθημα', 'signs', 'banners']","['South_Korea', 'Greece', 'US', 'UK']","['East Asia', 'Europe', 'North America', 'Europe']",3,banners
New-en-19,UK,Europe,What is the most well known sporting stadium in UK?,What is the most well known sporting stadium in the UK?,A,"['wembley', 'bernabéu', 'aztec stadium', 'beijing workers stadium']","['wembley', 'Bernabeu', 'Coloso de Santa Úrsula', '北京工人体育馆']","['UK', 'Spain', 'Mexico', 'China']","['Europe', 'Europe', 'North America', 'East Asia']",0,wembley
New-en-26,UK,Europe,What is the best recognized sporting chant in UK?,What is the most recognized sporting chant in the UK?,B,"['oe', 'Three lions', 'defense', 'go go']","['oe', 'Three lions', 'defense', '加油加油']","['Spain', 'UK', 'US', 'China']","['Europe', 'Europe', 'North America', 'East Asia']",1,Three lions
New-en-38,UK,Europe,Which industries are known for more flexible working hours in UK?,Which industries are known for more flexible working hours in the UK?,C,"['energy', 'universities', 'office', 'it']","['energéticas', 'universidades', 'office', 'it']","['Spain', 'Mexico', 'UK', 'South_Korea']","['Europe', 'North America', 'Europe', 'East Asia']",2,office
New-en-41,UK,Europe,Who is the most well known and successful entrepreneur in UK?,Who is the most well known and successful entrepreneur in the UK?,D,"['amancio ortega', 'lee jae-yong', 'bill gates', 'Alan Sugar']","['Amancio Ortega', '이재용', 'bill gates', 'Alan Sugar']","['Spain', 'South_Korea', 'US', 'UK']","['Europe', 'East Asia', 'North America', 'Europe']",3,Alan Sugar
New-en-47,UK,Europe,What can typically be found in the back garden of houses in UK?,What can typically be found in the back garden of houses in the UK?,A,"['lawn', 'vegetable planting area', 'flower beds', 'vegetables']","['lawn', '菜地', 'μπαχτσές', 'শাক পাচলি']","['UK', 'China', 'Greece', 'Assam']","['Europe', 'East Asia', 'Europe', 'South Asia']",0,lawn
New-en-49,UK,Europe,What is the name of the most famous family in UK?,What is the name of the most famous family in the UK?,B,"['li ka-shing', 'the royal family', 'onassis', 'cendana']","['李嘉诚', 'the royal family', 'Ωνάση', 'cendana']","['China', 'UK', 'Greece', 'Indonesia']","['East Asia', 'Europe', 'Europe', 'South Asia']",1,the royal family
New-en-55,UK,Europe,Which religion is most commonly practiced by families in UK?,Which religion is most commonly practiced by families in the UK?,C,"['christian', 'hindu religion', 'christianity', 'orthodox christian faith']","['기독교', 'হিন্দু ধৰ্ম', 'christianity', 'Ορθόδοξη Χριστιανική πίστη']","['South_Korea', 'Assam', 'UK', 'Greece']","['East Asia', 'South Asia', 'Europe', 'Europe']",2,christianity
New-en-59,UK,Europe,Which country is the most popular destination for families from UK to emigrate to?,Which country is the most popular destination for families from the UK to emigrate to?,D,"['germany', 'canada', 'singapore', 'spain']","['Γερμανία', '캐나다', 'singapura', 'spain']","['Greece', 'South_Korea', 'Indonesia', 'UK']","['Europe', 'East Asia', 'South Asia', 'Europe']",3,spain
New-en-68,UK,Europe,What repercussions are there for bad behavior in schools in UK?,What repercussions are there for bad behavior in schools in the UK?,A,"['detention', 'disciplinary punishment', 'call parents', 'expulsion']","['detention', 'শিক্ষকে উচিত বিচাৰ কৰি শাস্তি দিব পাৰে', '叫家长', 'expulsión']","['UK', 'Assam', 'China', 'Spain']","['Europe', 'South Asia', 'East Asia', 'Europe']",0,detention
New-en-69,UK,Europe,Which writers are commonly studied in literature class in UK?,Which writers are commonly studied in literature class in the UK?,B,"['chairil anwar', 'william shakespeare', 'lu xun', 'cervantes']","['chairil anwar', 'william shakespeare', '鲁迅', 'Cervantes']","['Indonesia', 'UK', 'China', 'Spain']","['South Asia', 'Europe', 'East Asia', 'Europe']",1,william shakespeare
New-en-70,UK,Europe,"How many school breaks are there in a year for high schools in UK? (Provide Arabic numerals (e.g., 1) only.)","How many school breaks are there in a year for high schools in the UK? (Provide Arabic numerals (e.g., 1) only.)",C,"['12', '3', '6', '2']","['12', '3', '6', '2']","['Assam', 'South_Korea', 'UK', 'Spain']","['South Asia', 'East Asia', 'Europe', 'Europe']",2,6
New-en-76,UK,Europe,Which airport in UK is the busiest during the holiday season?,Which airport in the UK is the busiest during the holiday season?,D,"['incheon international airport', 'madrid', 'soekarno-hatta airport', 'heathrow']","['인천국제공항', 'Madrid', 'bandara soekarno-hatta', 'heathrow']","['South_Korea', 'Spain', 'Indonesia', 'UK']","['East Asia', 'Europe', 'South Asia', 'Europe']",3,heathrow
New-en-79,UK,Europe,Which region of UK is well known for its theatrical performances?,Which region of the UK is well known for its theatrical performances?,A,"['london', 'beijing', 'baku', 'athens']","['london', '北京', 'bakı', 'Αθήνα']","['UK', 'China', 'Azerbaijan', 'Greece']","['Europe', 'East Asia', 'Western Asia', 'Europe']",0,london
New-en-87,UK,Europe,What is the most famous historic landmark in UK?,What is the most famous historic landmark in the UK?,B,"['persepolis', 'stonehenge', 'great wall', '1821']","['پرسپولیس', 'stonehenge', '长城', '1821']","['Iran', 'UK', 'China', 'Greece']","['Western Asia', 'Europe', 'East Asia', 'Europe']",1,stonehenge
New-en-90,UK,Europe,What is the most famous hotel brand in UK?,What is the most famous hotel brand in the UK?,C,"['hilton', 'the shilla', 'premier inn', 'hilton hotel']","['Χίλτον', '서울신라호텔', 'premier inn', 'hilton otel']","['Greece', 'South_Korea', 'UK', 'Azerbaijan']","['Europe', 'East Asia', 'Europe', 'Western Asia']",2,premier inn
New-gr-05,UK,Europe,What is the most popular grab-and-go breakfast option in UK?,What is the most popular grab-and-go breakfast option in the UK?,D,"['sandwich', 'bread cheese walnut', 'coffee', 'cereal']","['샌드위치', 'نون پنیر گردو', 'καφές', 'cereal']","['South_Korea', 'Iran', 'Greece', 'UK']","['East Asia', 'Western Asia', 'Europe', 'Europe']",3,cereal
New-gr-06,UK,Europe,What is the most popular food in UK among young people?,What is the most popular food in the UK among young people?,A,"['fast food', 'doner kebab', 'hot pot', 'pizza']","['fast food', 'dönər', '火锅', 'pizza']","['UK', 'Azerbaijan', 'China', 'Spain']","['Europe', 'Western Asia', 'East Asia', 'Europe']",0,fast food
